# STR_XXXX part is read and XXXX becomes the string id number.
# Everything after the colon and before the new line will be saved as the string.
# Use # at the beginning of a line to leave a comment.

STR_0002    :Kierrevuoristorata
STR_1618    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon kuvasta kojussa {STRINGID}{ENDQUOTES}
STR_1619    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon viipurinrinkelistä kojussa {STRINGID}{ENDQUOTES}
STR_1620    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon kaakaosta kojussa {STRINGID}{ENDQUOTES}
STR_1621    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon jääteestä kojussa {STRINGID}{ENDQUOTES}
STR_1622    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon tippaleivästä kojussa {STRINGID}{ENDQUOTES}
STR_1623    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon aurinkolaseista kojussa {STRINGID}{ENDQUOTES}
STR_1624    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon härkänuudeleista kojussa {STRINGID}{ENDQUOTES}
STR_1625    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon paistetusta riisinuudeleista kojussa {STRINGID}{ENDQUOTES}
STR_1626    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon wontonkeitosta kojussa {STRINGID}{ENDQUOTES}
STR_1627    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon lihapullakeitosta kojussa {STRINGID}{ENDQUOTES}
STR_1628    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon hedelmämehusta kojussa {STRINGID}{ENDQUOTES}
STR_1629    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon soijamaidosta kojussa {STRINGID}{ENDQUOTES}
STR_1630    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon sujongkwasta kojussa {STRINGID}{ENDQUOTES}
STR_1631    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon patongista kojussa {STRINGID}{ENDQUOTES}
STR_1632    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon keksistä kojussa {STRINGID}{ENDQUOTES}

STR_1636    :{SMALLFONT}{OPENQUOTES}En maksa noin paljon grillatusta makkarasta kojussa {STRINGID}{ENDQUOTES}

STR_1648    :{SMALLFONT}{OPENQUOTES}Auta! Laske minut alas!{ENDQUOTES}
STR_1649    :{SMALLFONT}{OPENQUOTES}Rahat ovat loppumassa!{ENDQUOTES}
STR_1650    :{SMALLFONT}{OPENQUOTES}Vau! Uutta laitetta rakennetaan!{ENDQUOTES}
# Two removed inside jokes about Intamin and Phoenix

STR_1653    :{SMALLFONT}{OPENQUOTES}...ja tässä me olemme {STRINGID}!{ENDQUOTES}
STR_1654    :{WINDOW_COLOUR_2}Viimeisimmät ajatukset:
STR_1655    :{SMALLFONT}{BLACK}Rakenna jalkakäytävä maahan
STR_1656    :{SMALLFONT}{BLACK}Rakenna jalkakäytävätunneli tai -silta
STR_1657    :{WINDOW_COLOUR_2}Suosikkilaite
STR_1658    :{WINDOW_COLOUR_2}Intensiteetti: {BLACK}vähemmän kuin {COMMA16}
STR_1659    :{WINDOW_COLOUR_2}Intensiteetti: {BLACK}{COMMA16}:n ja {COMMA16}:n välillä
STR_1660    :{WINDOW_COLOUR_2}Intensiteetti: {BLACK}enemmän kuin {COMMA16}
STR_1661    :{WINDOW_COLOUR_2}Pahoinvointitoleranssi: {BLACK}{STRINGID}
STR_1662    :{WINDOW_COLOUR_2}Onnellisuus:
STR_1663    :{WINDOW_COLOUR_2}Pahoinvointi:
STR_1664    :{WINDOW_COLOUR_2}Energia:
STR_1665    :{WINDOW_COLOUR_2}Nälkä:
STR_1666    :{WINDOW_COLOUR_2}Jano:
STR_1667    :{WINDOW_COLOUR_2}Vessahätä:
STR_1668    :{WINDOW_COLOUR_2}Tyytyväisyys: {BLACK}Tuntematon
STR_1669    :{WINDOW_COLOUR_2}Tyytyväisyys: {BLACK}{COMMA16}%
STR_1670    :{WINDOW_COLOUR_2}Asiakkaiden määrä: {BLACK}{COMMA32}
STR_1671    :{WINDOW_COLOUR_2}Kokonaistuotanto: {BLACK}{CURRENCY2DP}
STR_1672    :Jarrut

STR_1674    :Jarrutusnopeus

STR_1676    :{SMALLFONT}{BLACK}Aseta jarrujen nopeusrajoitus
STR_1677    :{WINDOW_COLOUR_2}Suosio: {BLACK}Tuntematon
STR_1678    :{WINDOW_COLOUR_2}Suosio: {BLACK}{COMMA16}%
STR_1679    :Ruuvikierre ylös (vasen)
STR_1680    :Ruuvikierre ylös (oikea)
STR_1681    :Ruuvikierre alas (vasen)
STR_1682    :Ruuvikierre alas (oikea)
STR_1683    :Pohjan koko 2 x 2
STR_1684    :Pohjan koko 4 x 4
STR_1685    :Pohjan koko 2 x 4
STR_1686    :Pohjan koko 5 x 1
STR_1687    :Vesieste
STR_1688    :Pohjan koko 4 x 1

STR_1691    :{WINDOW_COLOUR_2}  Hinta: {BLACK}{CURRENCY}
STR_1692    :{WINDOW_COLOUR_2}  Hinta: {BLACK}from {CURRENCY}
STR_1693    :{SMALLFONT}{BLACK}Vieraat
STR_1694    :{SMALLFONT}{BLACK}Henkilökunta
STR_1695    :{SMALLFONT}{BLACK}Tulot ja kulut
STR_1696    :{SMALLFONT}{BLACK}Asiakkaan tiedot
STR_1697    :Näitä ei voi asettaa jonotusalueelle
STR_1698    :Nämä täytyy asettaa jonotusalueelle
STR_1699    :Liikaa henkilöitä pelissä
STR_1700    :Palkkaa uusi yleismies
STR_1701    :Palkkaa uusi mekaanikko
STR_1702    :Palkkaa uusi vartija
STR_1703    :Palkkaa uusi viihdyttäjä
STR_1704    :Henkilökunnan palkkaaminen ei onnistu...
STR_1705    :{SMALLFONT}{BLACK}Irtisano tämä henkilökunnan jäsen
STR_1706    :{SMALLFONT}{BLACK}Siirrä tämä henkilö uuteen sijaintiin
STR_1707    :Liikaa henkilökuntaa pelissä

STR_1709    :Irtisano henkilökunta
STR_1710    :Kyllä
STR_1711    :{WINDOW_COLOUR_1}Haluatko varmasti irtisanoa {STRINGID}?
STR_1712    :{INLINE_SPRITE}{247}{19}{00}{00}{WINDOW_COLOUR_2}Harjaa jalkakäytävät
STR_1713    :{INLINE_SPRITE}{248}{19}{00}{00}{WINDOW_COLOUR_2}Kastele puutarhat
STR_1714    :{INLINE_SPRITE}{249}{19}{00}{00}{WINDOW_COLOUR_2}Tyhjennä roskakorit
STR_1715    :{INLINE_SPRITE}{250}{19}{00}{00}{WINDOW_COLOUR_2}Leikkaa ruohoa
STR_1716    :Virheellinen nimi puistolle
STR_1717    :Puiston nimeäminen ei onnistunut...
STR_1718    :Puiston nimi
STR_1719    :Anna nimi puistolle:
STR_1720    :{SMALLFONT}{BLACK}Nimeä puisto
STR_1721    :Puisto suljettu
STR_1722    :Puisto auki
STR_1723    :Puiston avaus ei onnistunut...
STR_1724    :Puiston sulkeminen ei onnistunut...
STR_1725    :Maan ostaminen ei onnistunut...
STR_1726    :Maa ei ole myytävänä!
STR_1727    :Rakennusoikeudet eivät ole myytävänä!
STR_1728    :Rakennusoikeuksia ei voi ostaa tähän...
STR_1729    :Maa ei ole puiston omistuksessa!
STR_1730    :{RED}Suljettu - - 

STR_1732    :Rakenna
STR_1733    :Moodi
STR_1734    :{WINDOW_COLOUR_2}Kierrosten määrä:
STR_1735    :{SMALLFONT}{BLACK}Kierrosten määrä radalla

STR_1738    :Kierrosten määrää ei voitu muuttaa...
STR_1739    :Kisan voitti vieras {INT32}
STR_1740    :Kisan voitti {STRINGID}
STR_1741    :Ei ole vielä rakennettu !
STR_1742    :{WINDOW_COLOUR_2}Laitteen suurin kävijämäärä:
STR_1743    :{SMALLFONT}{BLACK}Laitteen suurin sallittu kävijämäärä yhdellä kertaa

STR_1746    :Tätä ei voitu muuttaa...
STR_1747    :{WINDOW_COLOUR_2}Aikarajoitus:
STR_1748    :{SMALLFONT}{BLACK}Aikarajoitus ajelulle

STR_1751    :Aikarajoitusta ajelulle ei voitu muuttaa...
STR_1752    :{SMALLFONT}{BLACK}Näytä puiston yksittäiset vieraat
STR_1753    :{SMALLFONT}{BLACK}Näytä puiston vieraat yhteenvetona
STR_1754    :{BLACK}{COMMA16} vieraat
STR_1755    :{BLACK}{COMMA16} vieras
STR_1756    :{WINDOW_COLOUR_2}Sisäänpääsymaksu:
STR_1757    :{WINDOW_COLOUR_2}Luotettavuus: {MOVE_X}{255}{BLACK}{COMMA16}%
STR_1758    :{SMALLFONT}{BLACK}Rakennustoiminto
STR_1759    :{SMALLFONT}{BLACK}Siirtotoiminto
STR_1760    :{SMALLFONT}{BLACK}Täyttötoiminto
STR_1761    :{SMALLFONT}{BLACK}Rakenna labyrinttia tähän suuntaan
STR_1762    :Vesiputoukset
STR_1763    :Kosket

STR_1767    :Pyörivä tunneli
STR_1768    :Heilahdusten määrää ei voitu muuttaa...
STR_1769    :{WINDOW_COLOUR_2}Heilahdusten määrä:
STR_1770    :{SMALLFONT}{BLACK}Kokonaisten heilahdusten määrä

STR_1774    :Vain yksi nostomäki sallittu per laite
STR_1775    :Pois päältä
STR_1776    :Päällä
STR_1777    :{WINDOW_COLOUR_2}Musiikki

STR_1779    :{INLINE_SPRITE}{254}{19}{00}{00} Pandapuku
STR_1780    :{INLINE_SPRITE}{255}{19}{00}{00} Tiikeripuku
STR_1781    :{INLINE_SPRITE}{00}{20}{00}{00} Norsupuku
STR_1782    :{INLINE_SPRITE}{01}{20}{00}{00} Roomalainenpuku
STR_1783    :{INLINE_SPRITE}{02}{20}{00}{00} Gorillapuku
STR_1784    :{INLINE_SPRITE}{03}{20}{00}{00} Lumimiespuku
STR_1785    :{INLINE_SPRITE}{04}{20}{00}{00} Ritaripuku
STR_1786    :{INLINE_SPRITE}{05}{20}{00}{00} Astronauttipuku
STR_1787    :{INLINE_SPRITE}{06}{20}{00}{00} Rosvopuku
STR_1788    :{INLINE_SPRITE}{07}{20}{00}{00} Seriffipuku
STR_1789    :{INLINE_SPRITE}{08}{20}{00}{00} Merirosvopuku
STR_1790    :{SMALLFONT}{BLACK}Valitse virka-asun väri tämän tyyppisille henkilökunnille
STR_1791    :{WINDOW_COLOUR_2}Virka-asun väri:
STR_1792    :Vastaamassa {STRINGID}:n hajoamisilmoitukseen
STR_1793    :Matkalla kohti {STRINGID} tarkistusta varten
STR_1794    :Korjataan {STRINGID}
STR_1795    :Vastataan radiopuheluun
STR_1796    :Hajonnut ja korjauksen tarpeessa
STR_1797    :Tätä asetusta ei voida muuttaa tälle laitteelle

STR_1800    :Turvakatkaisu
STR_1801    :Turvakaaret jumittuneet kiinni
STR_1802    :Turvakaaret jumittuneet auki
STR_1803    :Ovet jumittuneet kiinni
STR_1804    :Ovet jumittuneet auki
STR_1805    :Ajoneuvotoimintahäiriö
STR_1806    :Jarruvirhe
STR_1807    :Ohjausvirhe
STR_1808    :{WINDOW_COLOUR_2}Viimeisin konerikko: {BLACK}{STRINGID}
STR_1809    :{WINDOW_COLOUR_2}Nykyinen konerikko: {OUTLINE}{RED}{STRINGID}
STR_1810    :{WINDOW_COLOUR_2}Kantaa:
STR_1811    :Tätä ei voi rakentaa tähän...

STR_1813    :Sekalaiset tavarat
STR_1814    :Toiminnat
STR_1815    :Ajatukset
STR_1816    :{SMALLFONT}{BLACK}Valitse näytettävä tietotyyppi vieras listalle

STR_1818    :{WINDOW_COLOUR_2}Kaikki vieraat
STR_1819    :{WINDOW_COLOUR_2}Kaikki vieraat (yhteenvetona)
STR_1820    :{WINDOW_COLOUR_2}Vieraat {STRINGID}
STR_1821    :{WINDOW_COLOUR_2}Vieraat ajattelevat {STRINGID}
STR_1822    :{WINDOW_COLOUR_2}Vieraat ajattelevat {POP16}{STRINGID}
STR_1823    :{SMALLFONT}{BLACK}Näytä vieraiden ajatukset tästä laitteesta/kohteesta
STR_1824    :{SMALLFONT}{BLACK}Näytä vieraat tässä laitteessa/kohteessa
STR_1825    :{SMALLFONT}{BLACK}Näytä tähän laitteeseen/kohteesen jonottavat vieraat
STR_1826    :Tilanne
STR_1827    :Suosio
STR_1828    :Tyytyväisyys
STR_1829    :Tuotto
STR_1830    :Jonon pituus
STR_1831    :Jonotusaika
STR_1832    :Luotettavuus
STR_1833    :Keskeytysaika
STR_1834    :Vieraiden suosikki
STR_1835    :Suosio: Tuntematon
STR_1836    :Suosio: {COMMA16}%
STR_1837    :Tyytyväisyys: Tuntematon
STR_1838    :Tyytyväisyys: {COMMA16}%
STR_1839    :Luotettavuus: {COMMA16}%
STR_1840    :Keskeytysaika: {COMMA16}%
STR_1841    :Tuotto: {CURRENCY2DP} per tunti
STR_1842    :{COMMA16} vieraan lempilaite
STR_1843    :{COMMA16} vieraan lempilaite
STR_1844    :{SMALLFONT}{BLACK}valitse tietotyyppi laite-/kohdelistalle

STR_1846    :{COMMA16} vierasta
STR_1847    :{INLINE_SPRITE}{11}{20}{00}{00}{COMMA16} vierasta
STR_1848    :{INLINE_SPRITE}{10}{20}{00}{00}{COMMA16} vierasta
STR_1849    :{WINDOW_COLOUR_2}Toista musiikkia
STR_1850    :{SMALLFONT}{BLACK}Valitse mitä musiikkia toistetaan tälle ajelulle
STR_1851    :{WINDOW_COLOUR_2}Käyttökustannus: {BLACK}{CURRENCY2DP} per tunti
STR_1852    :{WINDOW_COLOUR_2}Käyttökustannus: {BLACK}Tuntematon
STR_1853    :{WINDOW_COLOUR_2}Rakennettu: {BLACK}Tämä vuosi
STR_1854    :{WINDOW_COLOUR_2}Rakennettu: {BLACK}Viime vuonna
STR_1855    :{WINDOW_COLOUR_2}Rakennettu: {BLACK}{COMMA16} vuotta sitten
STR_1856    :{WINDOW_COLOUR_2}Tuottoa per myyty esine: {BLACK}{CURRENCY2DP}
STR_1857    :{WINDOW_COLOUR_2}Tappiota per myyty esine: {BLACK}{CURRENCY2DP}
STR_1858    :{WINDOW_COLOUR_2}Kustannus: {BLACK}{CURRENCY2DP} per kuukausi
STR_1859    :Yleismies
STR_1860    :Mekaanikko
STR_1861    :Vartija
STR_1862    :Viihdyttäjä
STR_1863    :Yleismies
STR_1864    :Mekaanikko
STR_1865    :Vartija
STR_1866    :Viihdyttäjä

STR_1868    :Kierrosten määrää ei voi muuttaa...
STR_1869    :{WINDOW_COLOUR_2}Kierrosten määrä:
STR_1870    :{SMALLFONT}{BLACK}Täysien kierrosten määrä

STR_1873    :{WINDOW_COLOUR_2}Tulo: {BLACK}{CURRENCY2DP} per tunti
STR_1874    :{WINDOW_COLOUR_2}Tuotto: {BLACK}{CURRENCY2DP} per tunti

STR_1876    :{WINDOW_COLOUR_2}{INLINE_SPRITE}{251}{19}{00}{00}Tarkista ajelut
STR_1877    :{WINDOW_COLOUR_2}{INLINE_SPRITE}{252}{19}{00}{00}Korjaa ajelut
STR_1878    :{WINDOW_COLOUR_2}Tarkistus:
STR_1879    :10 min välein
STR_1880    :20 min välein
STR_1881    :30 min välein
STR_1882    :45 min välein
STR_1883    :Tunnin välein
STR_1884    :2 tunnin välein
STR_1885    :Ei koskaan
STR_1886    :Tarkistetaan {STRINGID}
STR_1887    :{WINDOW_COLOUR_2}Viimeinen tarkastus: {BLACK}{COMMA16} minuuttia sitten
STR_1888    :{WINDOW_COLOUR_2}Viimeinen tarkistus: {BLACK}yli 4 tuntia sitten
STR_1889    :{WINDOW_COLOUR_2}Keskeytysaika: {MOVE_X}{255}{BLACK}{COMMA16}%
STR_1890    :{SMALLFONT}{BLACK}Valitse kuinka usein mekaanikko tarkistaa tämän ajelun
STR_1891    :Puistossa ei vielä ole {STRINGID} !
# The following two strings were used to display an error when the disc was missing.
# This has been replaced in OpenRCT2.
STR_1892    :<not used anymore>
STR_1893    :<not used anymore>
STR_1894    :{WINDOW_COLOUR_2}{STRINGID} myyty: {BLACK}{COMMA32}
STR_1895    :{SMALLFONT}{BLACK}Rakenna uusi laite/kohde
STR_1896    :{WINDOW_COLOUR_2}Rahan käyttö/tulot
STR_1897    :{WINDOW_COLOUR_2}Laitteiden rakennus
STR_1898    :{WINDOW_COLOUR_2}Laitteiden käyttökulut
STR_1899    :{WINDOW_COLOUR_2}Maahankinnat
STR_1900    :{WINDOW_COLOUR_2}Maisemointi
STR_1901    :{WINDOW_COLOUR_2}Puiston sisäänpääsyliput
STR_1902    :{WINDOW_COLOUR_2}Liput laitteisiin
STR_1903    :{WINDOW_COLOUR_2}Kojujen myynnit
STR_1904    :{WINDOW_COLOUR_2}Kauppojen varasto
STR_1905    :{WINDOW_COLOUR_2}Ruoka-/juomamyynnit
STR_1906    :{WINDOW_COLOUR_2}Ruoka-/juomavarasto
STR_1907    :{WINDOW_COLOUR_2}Henkilökunnan palkat
STR_1908    :{WINDOW_COLOUR_2}Markkinointi
STR_1909    :{WINDOW_COLOUR_2}Tutkimustyö
STR_1910    :{WINDOW_COLOUR_2}Lainan korko
STR_1911    :{BLACK} {COMMA16}% vuodessa

STR_1916    :{WINDOW_COLOUR_2}Laina:

STR_1918    :Ei voi lainata enempää rahaa!
STR_1919    :Rahaa ei ole tarpeeksi!
STR_1920    :Lainan takaisin maksaminen ei onnistunut!
STR_1921    :{SMALLFONT}{BLACK}Aloita uusi peli
STR_1922    :{SMALLFONT}{BLACK}Jatka tallennetun pelin pelaamista
STR_1923    :{SMALLFONT}{BLACK}Näytä tutoriaali
STR_1924    :{SMALLFONT}{BLACK}Lopeta
STR_1925    :Henkilöä ei voi sijoittaa tähän...

STR_1927    :{YELLOW}{STRINGID} on hajonnut
STR_1928    :{RED}{STRINGID} on hajonnut!
STR_1929    :{RED}{STRINGID} ei vieläkään ole korjattu{NEWLINE}tarkista missä mekaanikkosi ovat ja pohdi niiden parempaa sijoittelua
STR_1930    :{SMALLFONT}{BLACK}Laita vieraan seuranta päälle/pois - (kun seuranta on päällä, vieraan liikkeet raportoidaan viestialueelle)
STR_1931    :{STRINGID} on jonottamassa laitteeseen {STRINGID}
STR_1932    :{STRINGID} on laitteessa {STRINGID}
STR_1933    :{STRINGID} on laitteessa {STRINGID}
STR_1934    :{STRINGID} poistui laitteesta {STRINGID}
STR_1935    :{STRINGID} on lähtenyt puistosta
STR_1936    :{STRINGID} osti {STRINGID}
STR_1937    :{SMALLFONT}{BLACK}Näytä tietoa tämän viestin kohteesta
STR_1938    :{SMALLFONT}{BLACK}Näytä vierasnäkymä
STR_1939    :{SMALLFONT}{BLACK}Näytä henkilöstönäkymä
STR_1940    :{SMALLFONT}{BLACK}Näytä tämän vieraan iloisuus, energia, nälkä yms.
STR_1941    :{SMALLFONT}{BLACK}Näytä missä laitteissa tämä vieras on käynyt
STR_1942    :{SMALLFONT}{BLACK}Näytä vieraan taloustiedot
STR_1943    :{SMALLFONT}{BLACK}Näytä vieraan viimeiset ajatukset
STR_1944    :{SMALLFONT}{BLACK}Näytä mitä esineitä vieras kantaa
STR_1945    :{SMALLFONT}{BLACK}Näytä henkilökunnan jäsenen ohjeet ja asetukset
STR_1946    :{SMALLFONT}{BLACK}Valitse puku viihdyttäjälle
STR_1947    :{SMALLFONT}{BLACK}Näytä valitun henkilökuntatyypin partiointialueet ja etsi lähin henkilökunnan jäsen
STR_1948    :{SMALLFONT}{BLACK}Palkkaa uusi tietyn tyyppinen henkilöstön jäsen
STR_1949    :Taloudellinen yhteenveto
STR_1950    :Talouskuvaaja
STR_1951    :Puiston arvokuvaaja
STR_1952    :Tuottokuvaaja
STR_1953    :Markkinointi
STR_1954    :Tutkimustyön rahoitus
STR_1955    :{WINDOW_COLOUR_2}Kierrosten määrä:
STR_1956    :{SMALLFONT}{BLACK}Ratakierrosten määrä yhdellä käyntikerralla

STR_1959    :Kierrosten määrää ei voi muuttaa...
STR_1960    :{WINDOW_COLOUR_2}Ilmapallon hinta:
STR_1961    :{WINDOW_COLOUR_2}Pehmolelun hinta:
STR_1962    :{WINDOW_COLOUR_2}Puiston kartan hinta:

STR_1964    :{WINDOW_COLOUR_2}Sateenvarjon hinta:
STR_1965    :{WINDOW_COLOUR_2}Juoman hinta:
STR_1966    :{WINDOW_COLOUR_2}Hampurilaisen hinta:
STR_1967    :{WINDOW_COLOUR_2}Sipsien hinta:
STR_1968    :{WINDOW_COLOUR_2}Jäätelön hinta:
STR_1969    :{WINDOW_COLOUR_2}Hattaran hinta:

STR_1973    :{WINDOW_COLOUR_2}Pizzan hinta:

STR_1975    :{WINDOW_COLOUR_2}Popcornin hinta:
STR_1976    :{WINDOW_COLOUR_2}Hot Dogin hinta:
STR_1977    :{WINDOW_COLOUR_2}Lonkeron hinta:
STR_1978    :{WINDOW_COLOUR_2}Hatun hinta:
STR_1979    :{WINDOW_COLOUR_2}Toffeeomenan hinta:
STR_1980    :{WINDOW_COLOUR_2}T-paidan hinta:
STR_1981    :{WINDOW_COLOUR_2}Donitsin hinta:
STR_1982    :{WINDOW_COLOUR_2}Kahvin hinta:

STR_1984    :{WINDOW_COLOUR_2}Paistetun kanan hinta:
STR_1985    :{WINDOW_COLOUR_2}Limonaadin hinta:

STR_1988    :Ilmapallo
STR_1989    :Pehmolelu
STR_1990    :Puiston kartta

STR_1992    :Sateenvarjo
STR_1993    :Juoma
STR_1994    :Hampurilainen
STR_1995    :Sipsit
STR_1996    :Jäätelö
STR_1997    :Hattara
STR_1998    :Tyhjä tölkki
STR_1999    :Roska
STR_2000    :Tyhjä hampurilaisrasia

STR_2002    :Etuseteli

STR_2005    :Lonkero
STR_2006    :Hattu
STR_2007    :Toffeeomena
STR_2008    :T-paita
STR_2009    :Donitsi
STR_2010    :Kahvi
STR_2011    :Tyhjä kuppi
STR_2012    :Paistettu kana
STR_2013    :Limonaadi
STR_2014    :Tyhjä rasia
STR_2015    :Tyhjä pullo
STR_2016    :Ilmapalloja
STR_2017    :Pehmoleluja
STR_2018    :Puistokarttoja

STR_2020    :Sateenvarjoja
STR_2021    :Juomia
STR_2022    :Hampurilaisia
STR_2023    :Sipsejä
STR_2024    :Jäätelöä
STR_2025    :Hattara
STR_2026    :Tyhjiä tölkkejä
STR_2027    :Roska
STR_2028    :Tyhjiä hampurilaisrasioita
STR_2029    :Pizzoja
STR_2030    :Etuseteleitä

STR_2032    :Hot Dogeja
STR_2033    :Lonkeroita
STR_2034    :Hattuja
STR_2035    :Toffeeomenoita
STR_2036    :T-paitoja
STR_2037    :Donitseja
STR_2038    :Kahvia
STR_2039    :Tyhjiä tölkkejä
STR_2040    :Paistettu kana
STR_2041    :Limonaadi
STR_2042    :Tyhjiä rasiota
STR_2043    :Tyhjiä pulloja
STR_2044    :Ilmapallo
STR_2045    :Pehmolelu
STR_2046    :Puiston kartta

STR_2048    :Sateenvarjo
STR_2049    :Juoma
STR_2050    :Hampurilainen
STR_2051    :Sipsejä
STR_2052    :Jäätelö
STR_2053    :Hattaraa
STR_2054    :Tyhjä tölkki
STR_2055    :Roskaa
STR_2056    :Tyhjä hampurilaisrasia
STR_2057    :Pizza
STR_2058    :Etuseteli
STR_2059    :Popcornia
STR_2060    :Hot Dog
STR_2061    :Lonkero
STR_2062    :Hattu
STR_2063    :Toffeeomena
STR_2064    :T-paita
STR_2065    :Donitsi
STR_2066    :Kahvi
STR_2067    :Tyhjä tölkki
STR_2068    :Paistettua kanaa
STR_2069    :Limonaadia
STR_2070    :Tyhjä rasia
STR_2071    :Tyhjä pullo
STR_2072    :{OPENQUOTES}{STRINGID}{ENDQUOTES} Ilmapallo
STR_2073    :{OPENQUOTES}{STRINGID}{ENDQUOTES} Pehmolelu
STR_2074    :{STRINGID}:n Kartta
STR_2075    :Kuva {STRINGID}:sta
STR_2076    :{OPENQUOTES}{STRINGID}{ENDQUOTES} Sateenvarjo
STR_2077    :Juoma
STR_2078    :Hampurilainen
STR_2079    :Sipsejä
STR_2080    :Jäätelö
STR_2081    :Hattara
STR_2082    :Tyhjä tölkki
STR_2083    :Roska
STR_2084    :Tyhjä hampurilaisrasia

STR_2086    :{STRINGID} -kuponki

STR_2089    :Lonkero
STR_2090    :{OPENQUOTES}{STRINGID}{ENDQUOTES} Hattu
STR_2091    :Toffeeomena
STR_2092    :{OPENQUOTES}{STRINGID}{ENDQUOTES} T-paita
STR_2093    :Donitsi
STR_2094    :Kahvi
STR_2095    :Tyhjä tölkki
STR_2096    :Paistettu kana
STR_2097    :Limonaadi
STR_2098    :Tyhjä tölkki
STR_2099    :Tyhjä pullo

STR_2103    :{WINDOW_COLOUR_2}Rinkelin hinta:
STR_2104    :{WINDOW_COLOUR_2}Kaakaon hinta:
STR_2105    :{WINDOW_COLOUR_2}Jääteen hinta:
STR_2106    :{WINDOW_COLOUR_2}Tippaleivän hinta:
STR_2107    :{WINDOW_COLOUR_2}Aurinkolasien hinta:
STR_2108    :{WINDOW_COLOUR_2}Häränlihanuudelien hinta:
STR_2109    :{WINDOW_COLOUR_2}Paistettu riisinuudelien hinta:
STR_2110    :{WINDOW_COLOUR_2}Wontonkeiton hinta:
STR_2111    :{WINDOW_COLOUR_2}Lihapullakeiton hinta:
STR_2112    :{WINDOW_COLOUR_2}Hedelmämehun hinta:
STR_2113    :{WINDOW_COLOUR_2}Soijapapumaidon hinta:
STR_2114    :{WINDOW_COLOUR_2}Sujongkwan hinta:
STR_2115    :{WINDOW_COLOUR_2}Patongin hinta:
STR_2116    :{WINDOW_COLOUR_2}Piparin hinta:

STR_2120    :{WINDOW_COLOUR_2}Paahdetun makkaran hinta:

STR_2125    :Rinkeli
STR_2126    :Kaakao
STR_2127    :Jäätee
STR_2128    :Tippaleipä
STR_2129    :Aurinkolasit
STR_2130    :Häränlihanuudelit
STR_2131    :Paistettu riisinuudelit
STR_2132    :Wontonkeitto
STR_2133    :Lihapullakeitto
STR_2134    :Hedelmämehu
STR_2135    :Soijapapumaito

STR_2137    :Patonki
STR_2138    :Pipari
STR_2139    :Tyhjä kulho
STR_2140    :Tyhjä juomatölkki
STR_2141    :Tyhjä mehukuppi
STR_2142    :Paahdettu makkara
STR_2143    :Tyhjä kulho

STR_2147    :Rinkelit
STR_2148    :Kaakaot
STR_2149    :Jääteet
STR_2150    :Tippaleivät
STR_2151    :Aurinkolasit
STR_2152    :Häränlihanuudelit
STR_2153    :Paistettu riisinuudelit
STR_2154    :Wontonkeitot
STR_2155    :Lihapullokeitot
STR_2156    :Hedelmämehut
STR_2157    :Soijapapumaidot

STR_2159    :Patongit
STR_2160    :Piparit
STR_2161    :Tyhjiä kulhoja
STR_2162    :Tyhjiä juomatölkkejä
STR_2163    :Tyhjiä mehukuppeja
STR_2164    :Paahdetut makkarat
STR_2165    :Tyhjiä kulhoja

STR_2169    :Rinkeli
STR_2170    :Kaakao
STR_2171    :Jäätee
STR_2172    :Tippaleipä
STR_2173    :Aurinkolasipari
STR_2174    :Häränlihanuudeleita
STR_2175    :Paistettuja riisinuudeleita
STR_2176    :Wontonkeittoa
STR_2177    :Lihapullakeittoa
STR_2178    :Hedelmämehua
STR_2179    :Soijapapumaitoa
STR_2180    :Sujongkwaa
STR_2181    :Patonki
STR_2182    :Pipari
STR_2183    :Tyhjä kulho
STR_2184    :Tyhjä juomatölkki
STR_2185    :Tyhjä mehukuppi
STR_2186    :Paahdettu makkara
STR_2187    :Tyhjä kulho

STR_2191    :Rinkeli
STR_2192    :Kaakao
STR_2193    :Jäätee
STR_2194    :Tippaleipä
STR_2195    :Aurinkolasit
STR_2196    :Häränlihanuudelit
STR_2197    :Paistettuja riisinuudeleita
STR_2198    :Wontonkeitto
STR_2199    :Lihapullakeitto
STR_2200    :Hedelmämehu
STR_2201    :Soijapapumaito

STR_2203    :Patonki
STR_2204    :Pipari
STR_2205    :Tyhjä kulho
STR_2206    :Tyhjä juomatölkki
STR_2207    :Tyhjä mehukuppi
STR_2208    :Paahdettu makkara
STR_2209    :Tyhjä kulho
